SIDT,TNNU,STNU,HOUR,SPEC,ANGL,RADL,PERP,GPSZ,MVST,SBMV,FSAG,TWAW,HABT,GPRP
4,53,2,6,RNW,30,31,16,3,0,1,1,0,,25
4,53,2,6,RNW,30,29,15,3,0,1,1,0,,25
4,53,2,6,RNW,30,32,16,3,0,1,1,0,,25
4,54,1,6,EGK,13,65,15,9,0,0,0,0,,25
4,54,1,6,EGK,7,84,10,9,0,0,0,0,,25
4,54,1,6,EGK,7,86,10,9,0,0,0,0,,25
4,54,1,6,EGK,8,88,12,9,0,0,0,0,,25
4,54,1,6,EGK,22,86,32,9,0,0,0,0,,25
4,54,1,6,EGK,17,82,24,9,0,0,0,0,,25
4,54,1,6,EGK,17,82,24,9,0,0,0,0,,25
4,54,1,6,EGK,17,82,24,9,0,0,0,0,,25
4,54,1,6,EGK,17,82,24,9,0,0,0,0,,25
4,54,2,6,EGK,55,87,71,3,0,0,0,0,,75
4,54,2,6,EGK,55,87,71,3,0,0,0,0,,75
4,54,2,6,EGK,55,87,71,3,0,0,0,0,,75
4,54,3,6,RNW,7,75,9,3,0,1,1,8,,25
4,54,3,7,RNW,7,75,9,3,0,1,1,8,,25
4,54,3,7,RNW,7,75,9,3,0,1,2,0,,25
4,54,4,7,EGK,85,145,144,3,0,0,0,0,,115
4,54,4,7,EGK,109,150,142,3,0,0,0,0,,115
4,54,4,7,EGK,109,150,142,3,0,0,0,0,,115
4,54,5,7,EGK,44,29,20,9,0,0,0,0,,15
4,54,5,7,EGK,42,29,19,9,0,0,0,0,,15
4,54,5,7,EGK,29,32,16,9,0,0,0,0,,15
4,54,5,7,EGK,3,21,1,9,0,0,0,0,,15
4,54,5,7,EGK,15,26,7,9,0,0,0,0,,15
4,54,5,7,EGK,10,25,4,9,0,0,0,0,,15
4,54,5,7,EGK,45,30,21,9,0,0,0,0,,15
4,54,5,7,EGK,46,32,23,9,0,0,0,0,,15
4,54,5,7,EGK,5,24,2,9,0,0,0,0,,15
4,54,6,7,EGK,13,175,39,2,0,1,2,0,,15
4,54,6,7,EGK,13,175,39,2,0,1,2,0,,15
4,54,7,7,EGK,29,210,102,1,0,0,0,0,,105
4,54,8,7,RNW,60,80,69,1,0,0,0,0,,85
4,54,9,7,RNW,37,230,138,3,0,0,0,0,,125
4,54,9,7,RNW,37,230,138,3,0,0,0,0,,125
4,54,9,7,RNW,36,230,135,3,0,0,0,0,,125
4,54,10,7,RNW,67,130,120,2,0,0,0,0,,115
4,54,10,7,RNW,67,130,120,2,0,0,0,0,,115
4,54,11,7,RNW,31,22,11,1,1,1,4,0,,15
4,55,1,7,EGK,68,170,158,1,0,0,0,0,,145
4,55,2,7,EGK,32,135,72,4,0,0,0,0,,105
4,55,2,7,EGK,34,145,81,4,0,0,0,0,,105
4,55,2,7,EGK,33,150,82,4,0,0,0,0,,105
4,55,2,7,EGK,32,160,85,4,0,0,0,0,,105
4,55,3,7,EGK,12,120,25,2,0,0,0,0,,45
4,55,3,7,EGK,12,120,25,2,0,0,0,0,,45
4,55,4,7,EGK,14,90,22,3,0,0,0,0,,45
4,55,4,7,EGK,14,90,22,3,0,0,0,0,,45
4,55,4,7,EGK,14,90,22,3,0,0,0,0,,45
4,55,5,7,EGK,57,95,80,12,0,0,0,0,,55
4,55,5,7,EGK,55,95,78,12,0,0,0,0,,55
4,55,5,7,EGK,52,51,40,12,0,0,0,0,,55
4,55,5,7,EGK,52,51,40,12,0,0,0,0,,55
4,55,5,7,EGK,59,38,33,12,0,0,0,0,,55
4,55,5,7,EGK,49,44,33,12,0,0,0,0,,55
4,55,5,7,EGK,100,45,44,12,0,0,0,0,,55
4,55,5,7,EGK,103,43,42,12,0,0,0,0,,55
4,55,5,7,EGK,52,51,40,12,0,0,0,0,,55
4,55,5,7,EGK,114,60,55,12,0,0,0,0,,55
4,55,5,7,EGK,117,60,53,12,0,0,0,0,,55
4,55,5,7,EGK,110,40,38,12,0,0,0,0,,55
4,62,1,15,EGK,54,114,92,12,0,0,0,0,,75
4,62,1,15,EGK,52,112,88,12,0,0,0,0,,75
4,62,1,15,EGK,57,114,96,12,0,0,0,0,,75
4,62,1,15,EGK,61,83,73,12,0,0,0,0,,75
4,62,1,15,EGK,70,78,73,12,0,0,0,0,,75
4,62,1,15,EGK,86,88,88,12,0,0,0,0,,75
4,62,1,15,EGK,86,88,88,12,0,0,0,0,,75
4,62,1,15,EGK,97,117,116,12,0,0,0,0,,75
4,62,1,15,EGK,97,117,116,12,0,0,0,0,,75
4,62,1,15,EGK,93,43,43,12,0,0,0,0,,75
4,62,1,15,EGK,88,45,45,12,0,0,0,0,,75
4,62,1,15,EGK,88,45,45,12,0,0,0,0,,75
4,62,2,15,EGK,43,133,91,2,0,0,0,0,,105
4,62,2,15,EGK,43,133,91,2,0,0,0,0,,105
4,63,1,16,RNW,2,100,3,1,0,1,1,9,,15
4,63,2,16,RNW,6,95,10,1,0,1,1,9,,25
4,63,3,16,RNW,3,32,2,1,0,1,2,0,,15
4,63,4,16,RNW,12,30,6,2,0,1,2,9,,15
4,63,4,16,RNW,62,34,30,2,0,1,1,9,,15
4,63,5,16,RNW,20,27,9,1,0,1,1,9,,25
4,63,6,17,RNW,37,220,132,4,0,0,0,0,,105
4,63,6,17,RNW,35,220,126,4,0,0,0,0,,105
4,63,6,17,RNW,35,220,126,4,0,0,0,0,,105
4,63,6,17,RNW,32,220,117,4,0,0,0,0,,105
4,63,7,17,RNW,103,190,185,3,0,0,0,0,,175
4,63,7,17,RNW,101,175,172,3,0,0,0,0,,175
4,63,7,17,RNW,101,175,172,3,0,0,0,0,,175
4,63,8,17,EGK,50,250,192,3,0,0,0,0,,165
4,63,8,17,EGK,51,250,194,3,0,0,0,0,,165
4,63,8,17,EGK,52,250,197,3,0,0,0,0,,165
4,63,9,17,RNW,56,93,77,2,0,0,0,0,,75
4,63,9,17,RNW,56,93,77,2,0,0,0,0,,75
4,63,10,17,EGK,76,33,32,1,0,0,0,0,,35
4,63,11,17,RNW,1,30,1,1,0,1,2,0,,15
4,63,12,17,RNW,27,32,15,3,0,0,0,0,,25
4,63,12,17,RNW,39,46,29,3,0,0,0,0,,25
4,63,12,17,RNW,68,33,31,3,0,0,0,0,,25
4,63,13,17,RNW,18,135,42,1,0,0,0,0,,65
4,63,14,17,RNW,17,155,45,1,0,0,0,0,,65
4,63,15,17,RNW,12,165,34,1,0,0,0,0,,75
4,63,16,17,RNW,32,140,74,1,0,0,0,0,,85
4,63,17,17,RNW,36,150,88,1,0,0,0,0,,85
4,63,18,17,RNW,97,90,89,1,1,0,0,0,,95
4,63,19,17,RNW,40,12,8,1,9,9,9,9,,15
4,63,20,17,RNW,40,37,24,1,9,9,9,9,,25
4,64,1,6,RNW,30,38,19,2,0,0,0,0,,25
4,64,1,6,RNW,34,38,21,2,0,0,0,0,,25
4,64,2,6,RNW,88,14,14,1,0,1,4,0,,15
4,64,3,6,RNW,40,26,17,4,0,0,0,0,,25
4,64,3,6,RNW,52,43,34,4,0,0,0,0,,25
4,64,3,6,RNW,49,32,24,4,0,0,0,0,,25
4,64,3,6,RNW,80,30,30,4,0,0,0,0,,25
4,65,1,7,RNW,40,18,12,1,0,1,1,8,,15
4,65,2,7,EGK,58,118,100,1,0,1,4,0,,105
4,65,3,7,EGK,51,53,41,3,0,0,0,0,,35
4,65,3,7,EGK,47,39,29,3,0,0,0,0,,35
4,65,3,7,EGK,47,42,31,3,0,0,0,0,,35
4,66,1,8,RNW,28,250,117,1,0,0,0,0,,145
4,66,2,8,RNW,30,230,115,1,0,0,0,0,,145
4,66,3,8,RNW,35,220,126,1,0,0,0,0,,165
4,66,4,8,RNW,31,61,31,2,0,0,0,0,,35
4,66,4,8,RNW,62,40,35,2,0,0,0,0,,35
4,66,5,8,RNW,41,44,29,2,0,1,1,0,,25
4,66,5,8,RNW,32,53,28,2,0,1,2,0,,25
4,66,6,8,RNW,38,73,45,2,0,1,1,8,,45
4,66,6,8,RNW,38,73,45,2,0,1,1,8,,45
4,66,7,7,RNW,105,95,92,1,0,0,0,0,,85
4,66,8,8,RNW,93,110,109,1,0,0,0,0,,105
4,66,9,8,EGK,51,150,117,17,0,0,0,0,,95
4,66,9,8,EGK,56,150,124,17,0,0,0,0,,95
4,66,9,8,EGK,42,170,114,17,0,0,0,0,,95
4,66,9,8,EGK,43,165,113,17,0,0,0,0,,95
4,66,9,8,EGK,43,160,109,17,0,0,0,0,,95
4,66,9,8,EGK,44,160,111,17,0,0,0,0,,95
4,66,9,8,EGK,44,155,108,17,0,0,0,0,,95
4,66,9,8,EGK,45,150,106,17,0,0,0,0,,95
4,66,9,8,EGK,45,150,106,17,0,0,0,0,,95
4,66,9,8,EGK,46,150,106,17,0,0,0,0,,95
4,66,9,8,EGK,110,140,132,17,0,0,0,0,,95
4,66,9,8,EGK,120,150,130,17,0,0,0,0,,95
4,66,9,8,EGK,123,116,97,17,0,0,0,0,,95
4,66,9,8,EGK,123,120,101,17,0,0,0,0,,95
4,66,9,8,EGK,110,120,113,17,0,0,0,0,,95
4,66,9,8,EGK,110,125,117,17,0,0,0,0,,95
4,66,9,8,EGK,110,125,117,17,0,0,0,0,,95
4,66,10,8,EGK,19,140,46,2,1,1,1,0,,45
4,66,10,8,EGK,19,140,46,2,1,1,1,0,,45
4,72,3,15,EGK,80,135,133,1,0,0,0,0,,125
4,72,4,15,RNW,92,53,53,1,0,0,0,0,,65
4,72,5,15,RNW,22,85,32,1,0,0,0,0,,15
4,72,6,15,RNW,74,68,65,2,0,0,0,0,,65
4,72,6,15,RNW,67,68,63,2,0,0,0,0,,65
4,72,7,15,RNW,14,72,17,1,0,0,0,0,,25
4,72,8,15,RNW,15,42,11,1,1,1,1,1,,15
4,72,9,15,RNW,5,53,5,1,0,1,2,0,,15
4,72,10,15,RNW,9,62,10,2,0,9,9,9,,15
4,72,10,15,RNW,9,65,10,2,0,0,0,0,,15
4,72,11,15,RNW,15,165,43,3,0,0,0,0,,95
4,72,11,15,RNW,16,172,47,3,0,0,0,0,,95
4,72,11,15,RNW,16,167,46,3,0,0,0,0,,95
4,72,12,15,RNW,36,145,85,1,0,0,0,0,,105
4,72,13,15,RNW,57,120,101,1,0,0,0,0,,115
4,73,1,16,RNW,32,45,24,1,1,1,2,0,,35
4,73,2,16,RNW,90,54,54,1,0,1,9,9,,45
4,73,3,16,RNW,107,74,71,1,0,0,0,0,,65
4,73,4,16,RNW,51,58,45,2,0,0,0,0,,55
4,73,4,16,RNW,51,58,45,2,0,0,0,0,,55
4,73,5,16,EGK,55,97,79,2,0,0,0,0,,85
4,73,5,16,EGK,55,97,79,2,0,0,0,0,,85
4,73,6,16,RNW,72,73,69,1,0,0,0,0,,85
4,73,7,16,EGK,110,78,73,1,0,0,0,0,,85
4,73,8,16,EGK,29,22,11,2,0,0,0,0,,15
4,73,8,16,EGK,30,23,12,2,0,0,0,0,,15
4,74,1,16,RNW,44,78,54,1,0,1,9,9,,45
4,74,2,17,RNW,40,53,34,2,1,1,9,9,,45
4,74,2,17,RNW,40,53,34,2,1,1,9,9,,45
4,74,3,17,RNW,54,92,74,1,0,0,0,0,,75
4,74,4,17,RNW,52,115,91,2,0,0,0,0,,85
4,74,4,17,RNW,52,115,91,2,0,0,0,0,,85
4,74,5,17,RNW,83,85,84,1,0,0,0,0,,85
4,74,6,17,RNW,88,110,110,2,0,0,0,0,,105
4,74,6,17,RNW,88,110,110,2,0,0,0,0,,105
4,75,1,6,RNW,52,51,40,1,0,1,4,0,,55
4,75,2,6,RNW,53,120,96,1,0,0,0,0,,105
4,75,3,6,EGK,36,145,85,2,0,0,0,0,,95
4,75,3,6,EGK,36,145,85,2,0,0,0,0,,95
4,75,4,6,EGK,70,140,132,3,0,0,0,0,,165
4,75,4,6,EGK,72,190,181,3,0,0,0,0,,165
4,75,4,6,EGK,72,190,181,3,0,0,0,0,,165
4,75,5,6,RNW,68,250,232,1,0,0,0,0,,225
4,75,6,7,EGK,81,210,207,2,0,0,0,0,,195
4,75,6,7,EGK,81,210,207,2,0,0,0,0,,195
4,75,7,7,RNW,33,32,17,1,1,1,2,0,,25
4,75,8,7,RNW,39,160,101,2,0,0,0,0,,105
4,75,8,7,RNW,43,155,106,2,0,0,0,0,,105
4,75,9,7,RNW,10,55,10,1,0,9,9,9,,25
4,3,1,10,EGK,19,57,19,2,0,0,0,0,,25
4,3,1,10,EGK,15,57,15,2,0,0,0,0,,25
4,3,2,10,EGK,84,63,63,2,0,0,0,0,,65
4,3,2,10,EGK,84,63,63,2,0,0,0,0,,65
4,3,5,10,EGK,55,84,69,2,0,1,4,0,,85
4,3,5,10,EGK,55,84,69,2,0,1,4,0,,85
4,4,1,11,RNW,67,110,101,1,0,1,9,9,,115
4,4,2,11,RNW,68,30,28,1,0,1,2,0,,25
4,4,3,11,RNW,32,19,10,1,1,1,1,0,,15
4,4,4,11,RNW,52,31,24,1,1,1,1,0,,25
4,4,5,12,EGK,88,110,110,2,0,1,9,0,,115
4,4,5,12,EGK,88,110,110,2,0,1,9,0,,115
4,4,6,12,EGK,32,124,66,4,0,1,2,1,,75
4,4,6,12,EGK,30,124,62,4,0,1,2,1,,75
4,4,6,12,EGK,27,124,56,4,0,1,2,1,,75
4,4,6,12,EGK,25,124,52,4,0,1,2,1,,75
4,4,7,12,EGK,5,130,11,1,0,1,2,0,,15
4,4,8,12,RNW,36,22,13,1,0,1,4,0,,15
4,4,9,12,EGK,93,72,72,3,0,0,0,0,,85
4,4,9,12,EGK,96,85,85,3,0,0,0,0,,85
4,4,9,12,EGK,96,85,85,3,0,0,0,0,,85
4,4,10,12,EGK,79,38,37,4,0,0,0,0,,45
4,4,10,12,EGK,75,38,37,4,0,0,0,0,,45
4,4,10,12,EGK,88,35,35,4,0,0,0,0,,45
4,4,10,12,EGK,88,42,42,4,0,0,0,0,,45
4,5,1,12,RNW,7,18,2,1,1,1,1,0,,15
4,5,2,13,RNW,70,41,39,1,0,0,0,0,,35
4,5,3,13,RNW,73,62,59,1,0,1,3,0,,75
4,5,4,13,EGK,87,75,75,4,1,1,2,0,,85
4,5,4,13,EGK,85,75,75,4,1,1,2,0,,85
4,5,4,13,EGK,83,75,74,4,1,1,3,0,,85
4,5,4,13,EGK,81,75,74,4,1,1,3,0,,85
4,5,5,13,EGK,31,103,53,1,0,0,0,0,,65
4,5,6,13,EGK,50,9,7,2,0,0,0,0,,15
4,5,6,13,EGK,44,11,8,2,0,0,0,0,,15
4,5,7,13,EGK,84,39,39,1,0,0,0,0,,35
4,5,8,13,EGK,49,31,23,1,0,0,0,0,,25
4,5,9,13,EGK,5,57,5,8,0,0,0,0,,25
4,5,9,13,EGK,19,41,13,8,0,0,0,0,,25
4,5,9,13,EGK,20,29,10,8,0,0,0,0,,25
4,5,9,13,EGK,23,29,11,8,0,0,0,0,,25
4,5,9,13,EGK,29,29,14,8,0,0,0,0,,25
4,5,9,13,EGK,35,29,17,8,0,0,0,0,,25
4,5,9,13,EGK,32,41,22,8,0,0,0,0,,25
4,5,9,13,EGK,32,43,23,8,0,0,0,0,,25
4,5,10,13,RNW,41,56,37,5,0,0,0,0,,45
4,5,10,13,RNW,47,57,42,5,0,0,0,0,,45
4,5,10,13,RNW,37,58,35,5,0,0,0,0,,45
4,5,10,13,RNW,28,58,27,5,0,0,0,0,,45
4,5,10,13,RNW,57,58,49,5,0,0,0,0,,45
4,5,11,14,RNW,68,82,76,1,0,0,0,0,,95
4,5,12,14,RNW,128,58,46,1,0,0,0,0,,45
4,5,13,14,RNW,7,33,4,1,0,1,1,0,,15
4,6,1,14,RNW,46,34,24,1,1,1,3,0,,25
4,6,2,14,RNW,37,83,50,1,0,0,0,0,,75
4,6,3,14,RNW,68,21,19,1,0,1,2,0,,25
4,6,4,14,EGK,42,143,96,3,0,0,0,0,,105
4,6,4,14,EGK,43,143,98,3,0,0,0,0,,105
4,6,4,14,EGK,43,143,98,3,0,0,0,0,,105
4,12,1,10,RNW,34,27,15,3,0,1,4,0,,25
4,12,1,10,RNW,39,28,18,3,0,1,4,0,,25
4,12,1,10,RNW,38,28,17,3,0,1,4,0,,25
4,12,2,2,EGK,87,185,185,9,0,0,0,0,,175
4,12,2,2,EGK,87,180,180,9,0,0,0,0,,175
4,12,2,2,EGK,86,185,185,9,0,0,0,0,,175
4,12,2,2,EGK,86,185,185,9,0,0,0,0,,175
4,12,2,2,EGK,85,185,184,9,0,0,0,0,,175
4,12,2,2,EGK,85,185,184,9,0,0,0,0,,175
4,12,2,2,EGK,84,190,189,9,0,0,0,0,,175
4,12,2,2,EGK,84,190,189,9,0,0,0,0,,175
4,12,2,2,EGK,84,190,189,9,0,0,0,0,,175
4,12,3,10,RNW,92,100,100,1,0,0,0,0,,105
4,12,4,10,EGK,93,195,195,1,0,0,0,0,,195
4,12,5,10,RNW,79,54,53,1,0,0,0,0,,55
4,12,6,10,EGK,36,220,129,5,0,0,0,0,,135
4,12,6,10,EGK,37,220,132,5,0,0,0,0,,135
4,12,6,10,EGK,37,220,132,5,0,0,0,0,,135
4,12,6,10,EGK,36,240,141,5,0,0,0,0,,135
4,12,6,10,EGK,38,240,148,5,0,0,0,0,,135
4,12,7,11,RNW,117,37,33,1,1,1,2,0,,45
4,12,8,11,RNW,18,16,5,2,1,1,1,0,,15
4,12,8,11,RNW,37,16,10,2,1,1,1,1,,15
4,12,9,11,RNW,70,54,51,1,0,0,0,0,,65
4,12,10,11,RNW,76,44,43,1,1,1,2,0,,45
4,13,1,11,RNW,26,49,21,2,0,1,2,0,,25
4,13,1,11,RNW,24,49,20,2,0,1,2,0,,25
4,14,1,12,EGK,86,80,80,1,0,1,8,8,,75
4,14,2,12,EGK,10,195,34,3,0,1,2,0,,25
4,14,2,12,EGK,11,195,37,3,0,1,2,0,,25
4,14,2,12,EGK,13,195,44,3,0,1,2,0,,25
4,14,3,12,EGK,95,150,149,1,0,9,9,9,,135
4,14,4,12,EGK,7,41,5,1,0,1,1,0,,15
4,15,1,13,RNW,7,14,2,1,1,1,1,0,,15
4,15,2,13,EGK,4,111,8,6,0,1,1,0,,25
4,15,2,13,EGK,4,111,8,6,0,1,1,0,,25
4,15,2,13,EGK,4,111,8,6,0,1,1,0,,25
4,15,2,13,EGK,4,111,8,6,0,1,1,0,,25
4,15,2,13,EGK,16,111,31,6,0,1,1,0,,25
4,15,2,13,EGK,16,111,31,6,0,0,0,0,,25
4,15,3,13,EGK,22,330,124,2,0,0,0,0,,105
4,15,3,13,EGK,22,330,124,2,0,0,0,0,,105
4,15,4,13,RNW,44,105,73,1,0,0,0,0,,75
4,15,5,13,EGK,77,95,93,2,0,0,0,0,,95
4,15,5,13,EGK,77,95,93,2,0,0,0,0,,95
4,16,1,13,RNW,53,63,50,1,1,0,0,0,,75
4,16,2,13,EGK,74,58,56,1,0,0,0,0,,65
4,16,3,13,EGK,73,48,46,1,0,0,0,0,,55
4,16,4,13,EGK,69,40,37,2,0,0,0,0,,35
4,16,4,13,EGK,63,40,36,2,0,0,0,0,,35
4,25,1,10,RNW,16,11,3,1,1,1,1,0,,15
4,26,1,10,EGK,31,59,30,2,0,0,0,0,,25
4,26,1,10,EGK,22,56,21,2,0,0,0,0,,25
4,26,2,10,EGK,37,128,77,10,0,1,1,0,,55
4,26,2,10,EGK,36,128,75,10,0,1,1,0,,55
4,26,2,10,EGK,37,129,78,10,0,1,1,0,,55
4,26,2,10,EGK,37,129,78,10,0,1,1,0,,55
4,26,2,10,EGK,37,129,78,10,0,1,1,0,,55
4,26,2,10,EGK,37,126,76,10,0,1,1,0,,55
4,26,2,10,EGK,34,124,69,10,0,1,1,0,,55
4,26,2,10,EGK,38,129,79,10,0,1,1,0,,55
4,26,2,10,EGK,32,112,59,10,0,1,1,0,,55
4,26,2,10,EGK,31,112,58,10,0,1,1,0,,55
4,26,3,10,EGK,39,98,62,2,1,1,2,0,,65
4,26,3,10,EGK,39,98,62,2,1,1,2,0,,65
4,26,4,10,RNW,39,98,62,2,1,1,2,0,,65
4,26,4,10,RNW,63,64,57,2,0,1,3,0,,65
4,26,5,10,RNW,43,60,41,1,0,1,1,1,,45
4,26,6,10,RNW,40,17,11,1,1,1,2,0,,15
4,26,7,10,RNW,23,83,32,6,0,1,2,0,,35
4,26,7,10,RNW,19,96,31,6,0,1,2,0,,35
4,26,7,10,RNW,26,106,46,6,0,1,2,0,,35
4,26,7,10,RNW,34,63,35,6,0,1,2,0,,35
4,26,7,10,RNW,20,77,26,6,0,1,2,0,,35
4,26,7,10,RNW,24,76,31,6,0,1,2,0,,35
4,26,8,11,EGK,1,170,3,2,1,1,2,0,,15
4,26,8,11,EGK,1,170,3,2,1,1,2,0,,15
4,26,9,11,RNW,19,8,3,1,1,1,1,8,,15
4,28,5,12,EGK,66,142,130,10,0,0,0,0,,125
4,28,5,12,EGK,66,142,130,10,0,0,0,0,,125
4,28,5,12,EGK,66,142,130,10,0,0,0,0,,125
4,28,5,12,EGK,65,142,129,10,0,0,0,0,,125
4,28,5,12,EGK,65,142,129,10,0,0,0,0,,125
4,28,5,12,EGK,65,142,129,10,0,0,0,0,,125
4,28,5,12,EGK,64,142,128,10,0,0,0,0,,125
4,28,5,12,EGK,64,142,128,10,0,0,0,0,,125
4,28,5,12,EGK,64,142,128,10,0,0,0,0,,125
4,28,5,12,EGK,63,142,127,10,0,0,0,0,,125
4,28,8,13,EGK,84,17,17,6,0,0,0,0,,15
4,28,8,13,EGK,65,17,15,6,0,0,0,0,,15
4,28,8,13,EGK,68,17,16,6,0,0,0,0,,15
4,28,8,13,EGK,12,36,7,6,0,0,0,0,,15
4,28,8,13,EGK,36,21,12,6,0,0,0,0,,15
4,28,8,13,EGK,36,21,12,6,0,0,0,0,,15
4,28,9,13,EGK,62,50,44,1,0,0,0,0,,45
4,35,1,10,EGK,78,55,54,1,0,0,0,0,,45
4,35,2,10,EGK,74,78,75,4,0,0,0,0,,55
4,35,2,10,EGK,100,50,49,4,0,0,0,0,,55
4,35,2,10,EGK,82,79,78,4,0,0,0,0,,55
4,35,2,10,EGK,100,50,49,4,0,0,0,0,,55
4,36,1,10,EGK,40,55,35,2,0,1,4,8,,35
4,36,1,10,EGK,40,55,35,2,0,1,4,8,,35
4,37,1,11,RNW,25,110,46,1,0,0,0,0,,35
4,37,2,11,RNW,41,84,55,3,0,0,0,0,,55
4,37,2,11,RNW,41,84,55,3,0,0,0,0,,55
4,37,2,11,RNW,41,84,55,3,0,0,0,0,,55
4,37,3,11,EGK,102,75,73,5,0,9,9,9,,85
4,37,3,11,EGK,111,87,81,5,0,9,9,9,,85
4,37,3,11,EGK,111,87,81,5,0,9,9,9,,85
4,37,3,11,EGK,119,87,76,5,0,9,9,9,,85
4,37,3,11,EGK,119,87,76,5,0,9,9,9,,85
4,37,4,11,EGK,17,29,8,10,0,0,0,0,,15
4,37,4,11,EGK,14,29,7,10,0,0,0,0,,15
4,37,4,11,EGK,16,30,8,10,0,0,0,0,,15
4,37,4,11,EGK,18,31,10,10,0,0,0,0,,15
4,37,4,11,EGK,20,14,5,10,0,0,0,0,,15
4,37,4,11,EGK,17,15,4,10,0,0,0,0,,15
4,37,4,11,EGK,19,17,6,10,0,0,0,0,,15
4,37,4,11,EGK,153,40,18,10,0,0,0,0,,15
4,37,4,11,EGK,152,40,19,10,0,0,0,0,,15
4,37,4,11,EGK,152,39,18,10,0,0,0,0,,15
4,37,5,11,EGK,9,50,8,3,0,0,0,0,,15
4,37,5,11,EGK,6,32,3,3,0,0,0,0,,15
4,37,5,11,EGK,6,32,3,3,0,0,0,0,,15
4,37,6,11,EGK,90,34,34,3,0,0,0,0,,35
4,37,6,11,EGK,88,34,34,3,0,0,0,0,,35
4,37,6,11,EGK,86,34,34,3,0,0,0,0,,35
4,37,7,11,RNW,148,54,29,1,0,0,0,0,,25
4,38,1,12,RNW,14,23,6,3,0,1,1,0,,15
4,38,1,12,RNW,7,23,3,3,0,1,1,0,,15
4,38,1,12,RNW,3,26,1,3,0,1,1,0,,15
4,38,2,12,EGK,8,60,8,7,0,0,0,0,,15
4,38,2,12,EGK,8,54,8,7,0,0,0,0,,15
4,38,2,12,EGK,10,60,10,7,0,0,0,0,,15
4,38,2,12,EGK,13,62,14,7,0,0,0,0,,15
4,38,2,12,EGK,13,63,14,7,0,0,0,0,,15
4,38,2,12,EGK,14,46,11,7,0,0,0,0,,15
4,38,2,12,EGK,15,46,12,7,0,0,0,0,,15
4,39,1,13,RNW,77,116,113,1,0,0,0,0,,105
4,39,2,13,EGK,83,112,111,1,0,0,0,0,,125
4,39,3,13,EGK,2,58,2,5,0,0,0,0,,15
4,39,1,13,EGK,3,60,3,5,0,0,0,0,,15
4,39,3,13,EGK,5,66,6,5,0,0,0,0,,15
4,39,3,13,EGK,7,66,8,5,0,0,0,0,,15
4,39,3,13,EGK,10,66,11,5,0,0,0,0,,15
4,39,4,13,EGK,36,80,47,3,0,0,0,0,,35
4,39,4,13,EGK,37,75,45,3,0,0,0,0,,35
4,39,4,13,EGK,36,77,45,3,0,0,0,0,,35
4,39,5,13,EGK,83,150,149,4,0,0,0,0,,135
4,39,5,13,EGK,83,150,149,4,0,0,0,0,,135
4,39,5,13,EGK,96,155,154,4,0,0,0,0,,135
4,39,5,13,EGK,83,150,149,4,0,0,0,0,,135
4,45,1,10,RNW,42,73,49,2,0,0,0,0,,55
4,45,1,10,RNW,42,73,49,2,0,0,0,0,,55
4,45,2,10,RNW,0,85,0,3,0,0,0,0,,15
4,45,2,10,RNW,1,85,1,3,0,0,0,0,,15
4,45,2,10,RNW,1,85,1,3,0,0,0,0,,15
4,45,3,10,EGK,57,90,75,2,0,0,0,0,,85
4,45,3,10,EGK,57,90,75,2,0,0,0,0,,85
4,45,4,10,EGK,29,40,19,6,0,0,0,0,,25
4,45,4,10,EGK,34,40,22,6,0,0,0,0,,25
4,45,4,10,EGK,35,40,23,6,0,0,0,0,,25
4,45,4,10,EGK,35,40,23,6,0,0,0,0,,25
4,45,4,10,EGK,36,40,24,6,0,0,0,0,,25
4,45,4,10,EGK,35,32,18,6,0,0,0,0,,25
4,46,1,9,RNW,20,165,56,2,0,0,0,0,,45
4,46,1,9,RNW,21,155,56,2,0,0,0,0,,45
4,46,2,9,RNW,12,46,10,1,1,1,4,0,,15
4,46,3,9,RNW,46,90,65,1,1,1,1,0,,85
4,46,4,9,RNW,8,75,10,1,0,1,2,0,,15
4,47,1,11,RNW,33,45,25,2,0,1,2,0,,25
4,47,1,11,RNW,33,45,25,2,0,1,2,0,,25
4,47,2,11,RNW,71,58,55,2,0,0,0,0,,65
4,47,2,11,RNW,69,53,49,2,0,0,0,0,,65
4,47,3,11,RNW,50,14,11,1,0,1,3,0,,15
4,47,4,11,RNW,53,14,11,1,1,1,3,0,,15
4,47,5,11,EGK,35,25,14,2,1,0,0,0,,15
4,47,5,11,EGK,35,25,14,2,1,0,0,0,,15
4,48,1,12,RNW,14,13,3,1,1,1,2,1,,15
4,48,2,12,RNW,31,34,18,1,1,1,2,0,,35
4,48,4,12,RNW,0,68,0,1,0,1,2,0,,15
4,48,5,12,EGK,23,210,82,2,0,0,0,0,,95
4,48,5,12,EGK,73,90,86,2,0,0,0,0,,95
4,48,6,12,EGK,116,140,126,2,0,0,0,0,,115
4,48,6,12,EGK,116,140,126,2,0,0,0,0,,115
4,48,7,12,EGK,9,41,6,4,0,1,2,0,,15
4,48,7,12,EGK,13,58,13,4,0,1,2,0,,15
4,48,7,12,EGK,13,58,13,4,0,1,2,0,,15
4,48,7,12,EGK,13,58,13,4,0,1,2,0,,15
4,49,1,14,EGK,48,90,67,23,0,0,0,0,,125
4,49,1,14,EGK,48,90,67,23,0,0,0,0,,125
4,49,1,14,EGK,59,112,96,23,0,0,0,0,,125
