SIDT,TNNU,STNU,HOUR,SPEC,ANGL,RADL,PERP,GPSZ,MVST,SBMV,FSAG,TWAW,HABT,GPRP
4,49,1,14,EGK,60,160,139,23,0,0,0,0,,125
4,49,1,14,EGK,60,160,139,23,0,0,0,0,,125
4,49,1,14,EGK,67,200,184,23,0,0,0,0,,125
4,49,1,14,EGK,67,200,184,23,0,0,0,0,,125
4,49,1,14,EGK,68,200,185,23,0,0,0,0,,125
4,49,1,14,EGK,68,200,185,23,0,0,0,0,,125
4,49,1,14,EGK,68,200,185,23,0,0,0,0,,125
4,49,1,14,EGK,69,200,187,23,0,0,0,0,,125
4,49,1,14,EGK,69,200,187,23,0,0,0,0,,125
4,49,1,14,EGK,69,200,187,23,0,0,0,0,,125
4,49,1,14,EGK,69,200,187,23,0,0,0,0,,125
4,49,1,14,EGK,70,200,188,23,0,0,0,0,,125
4,49,1,14,EGK,70,200,188,23,0,0,0,0,,125
4,49,1,14,EGK,70,200,188,23,0,0,0,0,,125
4,49,1,14,EGK,35,180,103,23,0,0,0,0,,125
4,49,1,14,EGK,31,190,98,23,0,0,0,0,,125
4,49,1,14,EGK,31,190,98,23,0,0,0,0,,125
4,49,1,14,EGK,68,200,185,23,0,0,0,0,,125
4,49,1,14,EGK,68,200,185,23,0,0,0,0,,125
4,49,1,14,EGK,68,200,185,23,0,0,0,0,,125
4,49,2,14,RNW,80,118,116,1,0,0,0,0,,95
4,49,3,14,RNW,78,18,18,1,0,0,0,0,,25
4,49,4,14,RNW,33,17,9,1,0,1,1,1,,15
4,49,5,14,EGK,84,14,14,2,0,0,0,0,,15
4,49,5,14,EGK,84,14,14,2,0,0,0,0,,15
4,49,6,14,EGK,50,220,169,5,0,0,0,0,,195
4,49,6,14,EGK,50,220,169,5,0,0,0,0,,195
4,49,6,14,EGK,49,220,166,5,0,0,0,0,,195
4,49,6,14,EGK,49,220,166,5,0,0,0,0,,195
4,49,6,14,EGK,49,220,166,5,0,0,0,0,,195
4,49,7,14,EGK,117,64,57,1,0,0,0,0,,55
4,50,2,15,RNW,66,68,62,1,0,0,0,0,,75
4,50,3,15,RNW,67,83,76,1,0,0,0,0,,75
4,50,4,15,EGK,55,250,205,6,0,0,0,0,,185
4,50,4,15,EGK,55,250,205,6,0,0,0,0,,185
4,50,4,15,EGK,52,260,205,6,0,0,0,0,,185
4,50,4,15,EGK,49,265,200,6,0,0,0,0,,185
4,50,4,15,EGK,49,265,200,6,0,0,0,0,,185
4,50,4,15,EGK,49,265,200,6,0,0,0,0,,185
4,50,5,15,RNW,61,30,26,2,0,0,0,0,,35
4,50,5,15,RNW,67,32,29,2,0,0,0,0,,35
4,50,6,15,EGK,72,115,109,2,0,0,0,0,,115
4,50,6,15,EGK,72,115,109,2,0,0,0,0,,115
4,50,7,15,EGK,70,260,244,6,0,0,0,0,,255
4,50,7,15,EGK,71,260,246,6,0,0,0,0,,255
4,50,7,15,EGK,71,260,246,6,0,0,0,0,,255
4,50,7,15,EGK,72,260,247,6,0,0,0,0,,255
4,50,7,15,EGK,72,260,247,6,0,0,0,0,,255
4,50,7,15,EGK,73,260,249,6,0,0,0,0,,255
4,50,8,15,EGK,19,200,65,1,0,0,0,0,,105
4,50,9,15,RNW,66,100,91,1,0,0,0,0,,95
4,50,10,15,RNW,20,185,63,1,0,0,0,0,,105
4,50,11,15,RNW,12,118,25,1,0,0,0,0,,55
4,50,12,15,RNW,35,155,89,2,0,0,0,0,,105
4,50,12,15,RNW,35,165,95,2,0,0,0,0,,105
4,56,1,9,RNW,63,26,23,1,0,1,2,0,,25
4,56,2,9,EGK,39,125,79,1,0,0,0,0,,65
4,56,3,9,EGK,10,260,45,1,0,0,0,0,,65
4,56,4,10,EGK,7,145,18,1,0,0,0,0,,15
4,56,5,10,EGK,74,49,47,1,0,0,0,0,,55
4,56,6,10,EGK,12,22,5,13,0,0,0,0,,15
4,56,6,10,EGK,9,23,4,13,0,0,0,0,,15
4,56,6,10,EGK,10,25,4,13,0,0,0,0,,15
4,56,6,10,EGK,15,16,4,13,0,0,0,0,,15
4,56,6,10,EGK,26,23,10,13,0,0,0,0,,15
4,56,6,10,EGK,26,23,10,13,0,0,0,0,,15
4,56,6,10,EGK,34,26,15,13,0,0,0,0,,15
4,56,6,10,EGK,36,27,16,13,0,0,0,0,,15
4,56,6,10,EGK,18,24,7,13,0,0,0,0,,15
4,56,6,10,EGK,18,25,8,13,0,0,0,0,,15
4,56,6,10,EGK,18,24,7,13,0,0,0,0,,15
4,56,6,10,EGK,135,41,29,13,0,0,0,0,,15
4,56,6,10,EGK,139,41,27,13,0,0,0,0,,15
4,56,7,10,RNW,75,82,79,1,0,0,0,0,,85
4,56,8,10,EGK,49,47,35,1,0,0,0,0,,35
4,56,9,10,EGK,34,135,75,7,0,0,0,0,,55
4,56,9,10,EGK,34,133,74,7,0,0,0,0,,55
4,56,9,10,EGK,33,130,71,7,0,0,0,0,,55
4,56,9,10,EGK,26,135,59,7,0,0,0,0,,55
4,56,9,10,EGK,39,135,85,7,0,0,0,0,,55
4,56,9,10,EGK,65,63,57,7,0,0,0,0,,55
4,56,9,10,EGK,90,36,36,7,0,0,0,0,,55
4,56,10,10,RNW,19,75,24,1,1,1,4,0,,25
4,56,11,10,RNW,27,16,7,2,0,1,1,0,,15
4,56,11,10,RNW,27,17,8,2,1,1,1,0,,15
4,56,12,10,EGK,11,90,17,4,0,0,0,0,,15
4,56,12,10,EGK,9,91,14,4,0,0,0,0,,15
4,56,12,10,EGK,7,85,10,4,0,0,0,0,,15
4,56,12,10,EGK,10,85,15,4,0,0,0,0,,15
4,56,13,10,EGK,52,135,106,7,0,0,0,0,,115
4,56,13,10,EGK,52,136,107,7,0,0,0,0,,115
4,56,13,10,EGK,52,138,109,7,0,0,0,0,,115
4,56,13,10,EGK,51,140,109,7,0,0,0,0,,115
4,56,13,10,EGK,51,142,110,7,0,0,0,0,,115
4,56,13,10,EGK,51,144,112,7,0,0,0,0,,115
4,56,13,10,EGK,50,145,111,7,0,0,0,0,,115
4,56,14,10,RNW,49,38,29,1,0,1,2,0,,25
4,56,15,10,RNW,70,42,39,1,0,1,3,0,,45
4,57,1,11,RNW,5,32,3,1,1,1,2,0,,15
4,57,2,11,RNW,45,26,18,2,1,1,3,0,,15
4,57,2,11,RNW,45,26,18,2,1,1,3,0,,15
4,57,3,11,RNW,51,24,19,2,1,1,4,0,,25
4,57,3,11,RNW,51,24,19,2,1,1,4,0,,25
4,57,4,11,RNW,6,14,1,1,1,1,1,0,,15
4,57,5,11,RNW,13,63,14,1,0,1,1,0,,25
4,57,6,11,RNW,51,73,57,3,0,0,0,0,,75
4,57,6,11,RNW,51,75,58,3,0,0,0,0,,75
4,57,6,11,RNW,49,75,57,3,0,0,0,0,,75
4,57,7,11,RNW,34,15,8,1,1,1,1,1,,15
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,1,11,EGK,62,220,194,8,0,0,0,0,,195
4,58,2,12,RNW,72,76,72,1,0,0,0,0,,85
4,58,3,12,EGK,40,63,40,7,0,0,0,0,,45
4,58,3,12,EGK,40,65,42,7,0,0,0,0,,45
4,58,3,12,EGK,28,75,35,7,0,0,0,0,,45
4,58,3,12,EGK,49,65,49,7,0,0,0,0,,45
4,58,3,12,EGK,24,73,30,7,0,0,0,0,,45
4,58,3,12,EGK,48,56,42,7,0,0,0,0,,45
4,58,3,12,EGK,37,48,29,7,0,0,0,0,,45
4,58,4,12,RNW,22,13,5,1,1,1,1,8,,15
4,58,5,12,RNW,4,15,1,1,1,1,9,9,,15
4,59,1,12,RNW,5,130,11,2,0,1,2,0,,25
4,59,1,12,RNW,25,62,26,2,0,1,2,0,,25
4,59,2,12,EGK,95,67,67,1,0,0,0,0,,75
4,59,3,12,RNW,78,122,119,1,0,0,0,0,,105
4,59,4,12,RNW,8,34,5,1,1,1,1,8,,15
4,60,1,13,EGK,0,110,0,1,1,1,1,1,,15
4,60,2,13,EGK,44,112,78,4,1,1,1,1,,95
4,60,2,13,EGK,44,112,78,4,1,1,1,1,,95
4,60,2,13,EGK,44,112,78,4,1,1,1,1,,95
4,60,2,13,EGK,44,112,78,4,1,1,1,1,,95
4,60,3,13,EGK,40,240,154,6,0,0,0,0,,165
4,60,3,13,EGK,40,230,148,6,0,0,0,0,,165
4,60,3,13,EGK,84,175,174,6,0,0,0,0,,165
4,60,3,13,EGK,84,175,174,6,0,0,0,0,,165
4,60,3,13,EGK,84,175,174,6,0,0,0,0,,165
4,60,3,13,EGK,84,175,174,6,0,0,0,0,,165
4,60,4,13,EGK,68,180,167,1,9,9,9,9,,175
4,60,5,13,EGK,63,95,85,3,0,1,2,0,,95
4,60,5,13,EGK,63,95,85,3,0,1,2,0,,95
4,60,5,13,EGK,63,95,85,3,0,1,2,0,,95
4,60,6,13,EGK,52,130,102,2,0,0,0,0,,115
4,60,6,13,EGK,52,132,104,2,0,0,0,0,,115
4,61,1,15,RNW,30,40,20,1,1,1,1,0,,25
4,61,2,15,RNW,1,36,1,1,1,1,2,0,,15
4,61,3,15,EGK,68,48,45,1,0,0,0,0,,55
4,67,1,9,RNW,53,130,104,1,0,1,2,1,,105
4,67,2,9,RNW,89,108,108,1,0,1,2,0,,105
4,67,3,9,RNW,52,89,70,1,0,1,2,0,,85
4,67,4,9,RNW,140,43,28,1,1,1,2,0,,35
4,67,5,9,RNW,32,38,20,2,1,1,2,0,,25
4,67,5,9,RNW,45,28,20,2,1,1,2,0,,25
4,69,1,11,RNW,50,29,22,2,0,1,2,0,,25
4,69,1,11,RNW,64,26,23,2,0,1,2,0,,25
4,69,2,11,EGK,59,130,111,1,0,0,0,0,,105
4,69,3,11,EGK,36,41,24,1,0,0,0,0,,25
4,69,4,11,EGK,13,22,5,2,0,0,0,0,,15
4,69,4,11,EGK,33,7,4,2,0,0,0,0,,15
4,69,5,11,RNW,14,42,10,2,0,0,0,0,,15
4,69,5,11,RNW,27,41,19,2,0,0,0,0,,15
4,69,6,11,EGK,66,90,82,1,0,0,0,0,,95
4,69,7,11,EGK,71,48,45,1,0,0,0,0,,65
4,69,8,11,RNW,8,23,3,2,1,1,2,0,,15
4,69,8,11,RNW,2,23,1,2,1,1,2,0,,15
4,69,9,12,RNW,63,84,75,2,0,0,0,0,,85
4,69,9,12,RNW,63,84,75,2,0,0,0,0,,85
4,69,10,12,RNW,86,28,28,1,1,1,2,0,,35
4,69,11,12,RNW,81,43,42,1,0,0,0,0,,45
4,70,1,12,RNW,29,48,23,1,0,0,0,0,,25
4,70,2,12,RNW,75,13,13,1,0,1,1,9,,15
4,70,3,12,RNW,95,39,39,1,0,0,0,0,,45
4,70,4,12,RNW,70,16,15,1,0,1,2,0,,15
4,70,5,12,RNW,81,47,46,2,0,0,0,0,,55
4,70,5,12,RNW,89,55,55,2,0,0,0,0,,55
4,70,6,12,EGK,42,85,57,4,0,0,0,0,,55
4,70,6,12,EGK,42,85,57,4,0,0,0,0,,55
4,70,6,12,EGK,42,85,57,4,0,0,0,0,,55
4,70,6,12,EGK,91,78,78,4,0,0,0,0,,55
4,70,7,12,RNW,70,75,70,1,0,0,0,0,,85
4,71,1,14,RNW,48,140,104,1,0,0,0,0,,115
4,71,2,14,EGK,76,22,21,4,0,0,0,0,,35
4,71,2,14,EGK,110,30,28,4,0,0,0,0,,35
4,71,2,14,EGK,112,30,28,4,0,0,0,0,,35
4,71,2,14,EGK,119,29,25,4,0,0,0,0,,35
4,71,3,14,RNW,32,63,33,1,0,0,0,0,,35
4,71,4,14,EGK,25,42,18,1,0,0,0,0,,15
4,71,5,14,RNW,39,32,20,1,0,0,0,0,,25
4,71,6,14,EGK,75,26,25,2,0,1,2,0,,25
4,71,6,14,EGK,76,26,25,2,0,1,2,0,,25
4,76,1,9,RNW,49,55,42,2,0,0,0,0,,45
4,76,1,9,RNW,52,63,50,2,0,0,0,0,,45
4,76,2,9,RNW,46,106,76,1,0,0,0,0,,95
4,76,3,9,RNW,43,43,29,1,0,0,0,0,,35
4,76,4,9,EGK,60,65,56,3,0,0,0,0,,75
4,76,4,9,EGK,60,65,56,3,0,0,0,0,,75
4,76,4,9,EGK,58,68,58,3,0,0,0,0,,75
4,76,5,9,EGK,36,102,60,2,0,0,0,0,,85
4,76,5,9,EGK,63,75,67,2,0,0,0,0,,85
4,76,6,9,EGK,31,38,20,2,0,0,0,0,,25
4,76,6,9,EGK,31,43,22,2,0,0,0,0,,25
4,76,7,9,EGK,1,93,2,4,0,0,0,0,,15
4,76,7,9,EGK,2,93,3,4,0,0,0,0,,15
4,76,7,9,EGK,3,93,5,4,0,0,0,0,,15
4,76,7,9,EGK,5,88,8,4,0,0,0,0,,15
4,76,8,9,EGK,105,93,90,2,0,0,0,0,,95
4,76,8,9,EGK,105,93,90,2,0,0,0,0,,95
4,77,1,9,EGK,29,107,52,3,0,1,2,0,,55
4,77,1,9,EGK,30,107,54,3,0,1,2,0,,55
4,77,1,9,EGK,30,107,54,3,0,1,2,0,,55
4,77,2,9,RNW,21,98,35,1,0,1,2,0,,45
4,77,3,9,EGK,61,62,54,1,0,0,0,0,,55
4,78,1,10,EGK,17,75,22,2,0,0,0,0,,25
4,78,1,10,EGK,17,75,22,2,0,0,0,0,,25
4,78,2,10,EGK,97,115,114,1,0,0,0,0,,115
4,78,3,10,RNW,4,55,4,1,1,1,2,0,,15
4,78,4,10,RNW,18,90,28,2,1,1,1,8,,35
4,78,4,10,RNW,18,90,28,2,1,1,1,8,,35
4,78,5,10,EGK,12,31,6,2,0,0,0,0,,15
4,78,5,10,EGK,14,32,8,2,0,0,0,0,,15
4,78,6,10,EGK,5,21,2,2,0,0,0,0,,15
4,78,6,10,EGK,17,22,6,2,0,0,0,0,,15
4,78,7,10,EGK,43,123,84,4,0,1,2,0,,105
4,78,7,10,EGK,43,123,84,4,0,1,2,0,,105
4,78,7,10,EGK,43,123,84,4,0,1,2,0,,105
4,78,7,10,EGK,43,123,84,4,0,1,2,0,,105
4,78,8,10,EGK,61,140,122,6,0,0,0,0,,125
4,78,8,10,EGK,61,140,122,6,0,0,0,0,,125
4,78,8,10,EGK,60,140,121,6,0,0,0,0,,125
4,78,8,10,EGK,60,140,121,6,0,0,0,0,,125
4,78,8,10,EGK,58,140,119,6,0,0,0,0,,125
4,78,8,10,EGK,58,140,119,6,0,0,0,0,,125
4,78,9,10,RNW,50,46,35,1,0,0,0,0,,35
