"covered","p","phat","CV.phat","interval","lower.bound","upper.bound","phat.bias.percent","n","N","Nhat","Nhat.bias.percent"
TRUE,0.749073233943494,0.819273465924094,0.100441702736489,0.95,0.673204824021518,0.997035356873533,9.37161131910036,33,30,40.2795908479446,34.265302826482
TRUE,0.749073233943494,0.751213205520012,0.185261213106049,0.95,0.524079391708557,1.07678586312639,0.285682558066069,27,30,35.9418601824362,19.8062006081207
FALSE,0.749073233943494,0.971014958891038,0.0197700396471177,0.95,0.934112698922424,1.00937504808343,29.6288419997511,33,30,33.9850583122717,13.2835277075722
TRUE,0.749073233943494,0.800469000675613,0.103287487385804,0.95,0.654122652464132,0.979557302638666,6.86124725903579,30,30,37.4780284741562,24.9267615805207
TRUE,0.749073233943494,0.86342279004156,0.0751906303052281,0.95,0.745266006859327,1.00031251593616,15.2654708400236,31,30,35.9036156533555,19.6787188445182
TRUE,0.749073233943494,0.851045836316285,0.0755846681462771,0.95,0.734018106336247,0.986731811189817,13.6131686131616,34,30,39.9508446538761,33.1694821795871
TRUE,0.749073233943494,0.785178417961862,0.113677639916379,0.95,0.628805320981314,0.980438821781874,4.81998052824446,43,30,54.7646229396089,82.5487431320296
TRUE,0.749073233943494,0.655940214998834,0.165430117176637,0.95,0.475334442375097,0.9051680822935,-12.4330992918225,34,30,51.8339922184226,72.7799740614086
TRUE,0.749073233943494,0.735357672368636,0.131535804620087,0.95,0.56887251370981,0.950566064064158,-1.83100409323842,32,30,43.516238699089,45.0541289969632
TRUE,0.749073233943494,0.631561154750229,0.242387291501796,0.95,0.395396300913882,1.00878407629898,-15.6876622829818,24,30,38.0010705526871,26.6702351756237
TRUE,0.749073233943494,0.727032847545872,0.160494408570129,0.95,0.531873820609397,0.993801050040478,-2.94235401812328,30,30,41.263610167362,37.54536722454
TRUE,0.749073233943494,0.813050894485895,0.0964845092850606,0.95,0.673255869190758,0.981872995505983,8.54090863794317,31,30,38.1279944591929,27.0933148639763
FALSE,0.749073233943494,0.866149158744132,0.0732976187601901,0.95,0.750386821655174,0.999770176584889,15.6294364149539,32,30,36.9451377709565,23.1504592365216
TRUE,0.749073233943494,0.77229832795679,0.138571202418017,0.95,0.589377411349938,1.01199112127275,3.10051046558251,27,30,34.96058326506,16.5352775502001
TRUE,0.749073233943494,0.840171394856719,0.0849704712387484,0.95,0.711493499701972,0.992121464259568,12.1614492128679,35,30,41.6581666720144,38.8605555733812
TRUE,0.749073233943494,0.704411482105024,0.155210193196591,0.95,0.520591081298836,0.953138756974909,-5.96226774828794,33,30,46.8476179595833,56.1587265319443
TRUE,0.749073233943494,0.787814301126242,0.155885272332424,0.95,0.581473241087337,1.06737736013171,5.17186643805108,21,30,26.656027911627,-11.1465736279101
TRUE,0.749073233943494,0.561566146417941,0.219153539603713,0.95,0.367316536491373,0.858541626834986,-25.0318765948187,31,30,55.2027578545102,84.0091928483672
TRUE,0.749073233943494,0.852244007581681,0.0901597227285793,0.95,0.71445542297616,1.01660625016086,13.7731224349112,25,30,29.3343218345879,-2.2189272180403
TRUE,0.749073233943494,0.828201968888434,0.107512869123522,0.95,0.671249463644245,1.02185333236141,10.5635512469678,33,30,39.8453532346593,32.8178441155311
TRUE,0.749073233943494,0.820624194673609,0.106943270866428,0.95,0.665844344249081,1.01138362847127,9.55193130495866,41,30,49.9619682993957,66.539894331319
TRUE,0.749073233943494,0.768787499314664,0.149497566931704,0.95,0.574455354271269,1.02886014501903,2.63182082576681,28,30,36.4209876265686,21.403292088562
TRUE,0.749073233943494,0.839620850638957,0.0908350673656266,0.95,0.70294775215135,1.002867098828,12.0879524981522,30,30,35.7304132897245,19.1013776324151
TRUE,0.749073233943494,0.721961026997055,0.165480584760907,0.95,0.523126454622004,0.996370418466537,-3.6194334169047,32,30,44.3237222002159,47.7457406673862
FALSE,0.749073233943494,0.870314956643941,0.0645435540339498,0.95,0.766997526363311,0.98754963050475,16.1855633343311,44,30,50.5564102559725,68.5213675199084
TRUE,0.749073233943494,0.851113042593909,0.0865405180314771,0.95,0.718556939104087,1.00812249085876,13.6221405366771,38,30,44.647418260903,48.8247275363433
TRUE,0.749073233943494,0.600857880336649,0.210699228491842,0.95,0.399363406345408,0.904014205173315,-19.7864970860814,37,30,61.578621519068,105.262071730227
TRUE,0.749073233943494,0.785738529504842,0.150491109770109,0.95,0.585998223837651,1.05356127652611,4.89475446456991,26,30,33.0898880781432,10.2996269271439
FALSE,0.749073233943494,0.875271968879018,0.0640353745073623,0.95,0.772132377051365,0.992188700117661,16.8473160189092,33,30,37.7025669430085,25.6752231433615
TRUE,0.749073233943494,0.798357219260178,0.0996440254547267,0.95,0.657036535323561,0.970074288533996,6.5793280394266,31,30,38.8297359278934,29.4324530929779
TRUE,0.749073233943494,0.854483136202747,0.0810151593610554,0.95,0.729215718101102,1.00126946242491,14.0720422894198,31,30,36.2792414344904,20.9308047816346
FALSE,0.749073233943494,0.88444970766938,0.0796343187567336,0.95,0.756824855509451,1.03359618768055,18.0725285047493,27,30,30.5274565256491,1.75818841883018
TRUE,0.749073233943494,0.679594708886741,0.192760155003234,0.95,0.467376052635268,0.988174224466038,-9.27526467485479,34,30,50.0298185895181,66.7660619650602
TRUE,0.749073233943494,0.77229268844147,0.106055209732105,0.95,0.627711196161145,0.950175813762349,3.09975759989936,41,30,53.0886807730115,76.9622692433716
TRUE,0.749073233943494,0.726209489627652,0.155086255094837,0.95,0.536828851929451,0.982399177931223,-3.05227089686226,27,30,37.1793544227075,23.931181409025
